t,spec_uid,uid,suite,task_id,seed,base_idx,w,noise_seed,cluster,is_novel_injection,lifecycle_state,executor,decision_reason,outcome,steps,bc_pool,sigma_k,phi_k,p_ge_tau,tau,wall_s,ledger,episode,cluster_id,cold_start,initial_state_id,episode_seed,observation_noise_seed,perturbation_width,controller,state_before,state_after,B_k_size,training_triggered,training_round,probe_triggered,probe_success_count,probe_failure_count,tau_k,habit_fired,habit_success,teacher_used,teacher_success,demotion,rematuration,transition_to_X,episode_success,VLA_calls,habit_calls,episode_latency,wall_clock_time,policy_version,probe_rounds,ineligible,shadow_jur_score,shadow_jur_q,shadow_jur_accept,aci_fired,aci_fired_fail,aci_empirical_risk,retrain_n,retrain_probe_round,retrain_passed,retrain_train_wall_s,retrain_formation_wall_s,retrain_probe_habit_calls,retrain_bc_pool_at_trigger,ledger_update_source,ledger_update_success
64,742786939aa838de,742786939aa838de,libero_spatial,1,2,24,0.01,8000064,libero_spatial_task1,False,I,vla,immature,success,112,5,0,0,0.2,0.8,5.65,operational,64,libero_spatial_task1,False,24,90064,8000064,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,14,0,5.653,2026-08-30 23:44:36,0,0,False,6.421,6.402,False,0,0,0.0,,,,,,,,teacher,True
65,9b67bf0df43c0b13,9b67bf0df43c0b13,libero_object,4,2,25,0.01,8000065,libero_object_task4,False,I,vla,immature,success,137,2,0,0,0.2,0.8,12.59,operational,65,libero_object_task4,False,25,90065,8000065,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,18,0,12.595,2026-08-30 23:44:43,0,0,False,4.65,6.7,True,0,0,0.0,,,,,,,,teacher,True
66,155b34d47c6f8a25,155b34d47c6f8a25,libero_object,5,2,26,0.01,8000066,libero_object_task5,False,I,vla,immature,success,125,6,0,0,0.2,0.8,3.64,operational,66,libero_object_task5,False,26,90066,8000066,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,3.644,2026-08-30 23:44:55,0,0,False,4.497,7.184,True,0,0,0.0,,,,,,,,teacher,True
67,b99d560afc625b9d,b99d560afc625b9d,libero_object,5,2,27,0.01,8000067,libero_object_task5,False,I,vla,immature,success,117,7,0,0,0.2,0.8,3.46,operational,67,libero_object_task5,False,27,90067,8000067,0.01,vla,I,I,7,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,3.455,2026-08-30 23:44:59,0,0,False,4.965,7.184,True,0,0,0.0,,,,,,,,teacher,True
68,56311800073a5f86,56311800073a5f86,libero_goal,4,2,28,0.01,8000068,libero_goal_task4,False,I,vla,immature,success,90,2,0,0,0.2,0.8,16.16,operational,68,libero_goal_task4,False,28,90068,8000068,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,16.163,2026-08-30 23:45:03,0,0,False,6.194,6.268,True,0,0,0.0,,,,,,,,teacher,True
69,167c956eead861d5,167c956eead861d5,libero_spatial,2,2,29,0.01,9000069,libero_spatial_task2,True,I,vla,immature,success,92,3,0,0,0.2,0.8,12.85,operational,69,libero_spatial_task2,True,29,100069,9000069,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,12.845,2026-08-30 23:45:20,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
70,7c50b9d224a83b8b,7c50b9d224a83b8b,libero_goal,1,2,30,0.01,8000070,libero_goal_task1,False,U,vla,unknown_cluster,success,85,1,0,0,0.2,0.8,11.91,operational,70,libero_goal_task1,False,30,90070,8000070,0.01,vla,U,I,1,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,11.906,2026-08-30 23:45:34,0,0,False,4.987,6.561,True,0,0,0.0,,,,,,,,teacher,True
71,02a2ad6384038081,02a2ad6384038081,libero_object,3,2,31,0.01,8000071,libero_object_task3,False,I,vla,immature,success,126,3,0,0,0.2,0.8,11.15,operational,71,libero_object_task3,False,31,90071,8000071,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,11.155,2026-08-30 23:45:46,0,0,False,5.262,6.318,True,0,0,0.0,,,,,,,,teacher,True
72,a5e41ddfa00e4475,a5e41ddfa00e4475,libero_object,9,2,32,0.01,8000072,libero_object_task9,False,I,vla,immature,success,126,3,0,0,0.2,0.8,4.83,operational,72,libero_object_task9,False,32,90072,8000072,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,4.834,2026-08-30 23:45:59,0,0,False,4.748,6.215,True,0,0,0.0,,,,,,,,teacher,True
73,78fd314fdeda8cb2,78fd314fdeda8cb2,libero_goal,7,2,33,0.01,8000073,libero_goal_task7,False,I,vla,immature,success,71,2,0,0,0.2,0.8,10.39,operational,73,libero_goal_task7,False,33,90073,8000073,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,9,0,10.392,2026-08-30 23:46:04,0,0,False,5.729,6.59,True,0,0,0.0,,,,,,,,teacher,True
74,d21dd2cfca85cc7f,d21dd2cfca85cc7f,libero_goal,9,2,34,0.01,8000074,libero_goal_task9,False,I,vla,immature,success,117,4,0,0,0.2,0.8,4.86,operational,74,libero_goal_task9,False,34,90074,8000074,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,4.863,2026-08-30 23:46:15,0,0,False,5.787,7.553,True,0,0,0.0,,,,,,,,teacher,True
75,2dcc8001ef817441,2dcc8001ef817441,libero_goal,5,2,35,0.01,8000075,libero_goal_task5,False,I,vla,immature,success,113,4,0,0,0.2,0.8,4.9,operational,75,libero_goal_task5,False,35,90075,8000075,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,4.896,2026-08-30 23:46:21,0,0,False,5.413,6.344,True,0,0,0.0,,,,,,,,teacher,True
76,f5b8782e32e46922,f5b8782e32e46922,libero_goal,1,2,36,0.01,8000076,libero_goal_task1,False,I,vla,immature,success,87,2,0,0,0.2,0.8,4.28,operational,76,libero_goal_task1,False,36,90076,8000076,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,4.282,2026-08-30 23:46:28,0,0,False,5.387,6.561,True,0,0,0.0,,,,,,,,teacher,True
77,91d36ead131cf281,91d36ead131cf281,libero_spatial,9,2,37,0.01,9000077,libero_spatial_task9,True,U,vla,unknown_cluster,success,119,1,0,0,0.2,0.8,13.24,operational,77,libero_spatial_task9,True,37,100077,9000077,0.01,vla,U,I,1,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,13.236,2026-08-30 23:46:34,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
78,0dd54106be74681d,0dd54106be74681d,libero_10,2,2,38,0.01,8000078,libero_10_task2,False,I,vla,immature,success,228,2,0,0,0.2,0.8,16.33,operational,78,libero_10_task2,False,38,90078,8000078,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,29,0,16.331,2026-08-30 23:46:48,0,0,False,5.228,7.548,True,0,0,0.0,,,,,,,,teacher,True
79,c5ca896da95be906,c5ca896da95be906,libero_spatial,1,2,39,0.01,8000079,libero_spatial_task1,False,I,vla,immature,success,100,6,0,0,0.2,0.8,13.4,operational,79,libero_spatial_task1,False,39,90079,8000079,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,13,0,13.396,2026-08-30 23:47:07,0,0,False,5.05,6.402,True,0,0,0.0,,,,,,,,teacher,True
80,dbc4b41ef6b9e3be,dbc4b41ef6b9e3be,libero_object,6,2,0,0.01,8000080,libero_object_task6,False,I,vla,immature,success,154,3,0,0,0.2,0.8,14.25,operational,80,libero_object_task6,False,0,90080,8000080,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,20,0,14.248,2026-08-30 23:47:22,0,0,False,5.135,7.821,True,0,0,0.0,,,,,,,,teacher,True
81,78f6e19e60c0688b,78f6e19e60c0688b,libero_object,9,2,1,0.01,8000081,libero_object_task9,False,I,vla,immature,success,124,4,0,0,0.2,0.8,4.82,operational,81,libero_object_task9,False,1,90081,8000081,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,4.823,2026-08-30 23:47:37,0,0,False,5.767,6.215,True,0,0,0.0,,,,,,,,teacher,True
82,185cf403a369aab7,185cf403a369aab7,libero_object,0,2,2,0.01,8000082,libero_object_task0,False,I,vla,immature,success,140,2,0,0,0.2,0.8,5.21,operational,82,libero_object_task0,False,2,90082,8000082,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,18,0,5.209,2026-08-30 23:47:43,0,0,False,4.283,7.11,True,0,0,0.0,,,,,,,,teacher,True
83,0f76f7c54eb3ce22,0f76f7c54eb3ce22,libero_object,7,2,3,0.01,8000083,libero_object_task7,False,I,vla,immature,success,127,2,0,0,0.2,0.8,4.87,operational,83,libero_object_task7,False,3,90083,8000083,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,4.874,2026-08-30 23:47:50,0,0,False,4.77,7.127,True,0,0,0.0,,,,,,,,teacher,True
84,586c8656bf248874,586c8656bf248874,libero_goal,6,2,4,0.01,8000084,libero_goal_task6,False,I,vla,immature,success,82,5,0,0,0.2,0.8,11.89,operational,84,libero_goal_task6,False,4,90084,8000084,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,11.89,2026-08-30 23:47:56,0,0,False,6.184,6.817,True,0,0,0.0,,,,,,,,teacher,True
85,c253b95e0bbb8833,c253b95e0bbb8833,libero_goal,5,2,5,0.01,8000085,libero_goal_task5,False,I,vla,immature,success,109,5,0,0,0.2,0.8,4.66,operational,85,libero_goal_task5,False,5,90085,8000085,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,14,0,4.665,2026-08-30 23:48:09,0,0,False,4.449,6.344,True,0,0,0.0,,,,,,,,teacher,True
86,89f8e2cce5468b3d,89f8e2cce5468b3d,libero_goal,4,2,6,0.01,8000086,libero_goal_task4,False,I,vla,immature,success,89,3,0,0,0.2,0.8,3.14,operational,86,libero_goal_task4,False,6,90086,8000086,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,3.135,2026-08-30 23:48:14,0,0,False,6.011,6.268,True,0,0,0.0,,,,,,,,teacher,True
87,dbbc1c7aea54390f,dbbc1c7aea54390f,libero_spatial,2,2,7,0.01,9000087,libero_spatial_task2,True,I,vla,immature,success,94,4,0,0,0.2,0.8,12.69,operational,87,libero_spatial_task2,True,7,100087,9000087,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,12.686,2026-08-30 23:48:18,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
88,396a8c897be702f5,396a8c897be702f5,libero_goal,8,2,8,0.01,8000088,libero_goal_task8,False,I,vla,immature,success,73,2,0,0,0.2,0.8,11.73,operational,88,libero_goal_task8,False,8,90088,8000088,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,10,0,11.732,2026-08-30 23:48:32,0,0,False,5.243,6.892,True,0,0,0.0,,,,,,,,teacher,True
89,a11d616b4634345a,a11d616b4634345a,libero_spatial,7,2,9,0.01,9000089,libero_spatial_task7,True,I,vla,immature,success,114,2,0,0,0.2,0.8,13.39,operational,89,libero_spatial_task7,True,9,100089,9000089,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,13.388,2026-08-30 23:48:46,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
90,83d902b40c7bf84a,83d902b40c7bf84a,libero_object,1,2,10,0.01,8000090,libero_object_task1,False,I,vla,immature,success,133,3,0,0,0.2,0.8,12.49,operational,90,libero_object_task1,False,10,90090,8000090,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,12.486,2026-08-30 23:49:00,0,0,False,5.382,6.242,True,0,0,0.0,,,,,,,,teacher,True
91,f526cb039489b67e,f526cb039489b67e,libero_spatial,1,2,11,0.01,8000091,libero_spatial_task1,False,I,vla,immature,success,102,7,0,0,0.2,0.8,12.85,operational,91,libero_spatial_task1,False,11,90091,8000091,0.01,vla,I,I,7,False,0,False,,,0.8,False,,True,True,False,False,False,True,13,0,12.846,2026-08-30 23:49:14,0,0,False,3.974,6.402,True,0,0,0.0,,,,,,,,teacher,True
92,403f0177eb7da0d2,403f0177eb7da0d2,libero_goal,5,2,12,0.01,8000092,libero_goal_task5,False,I,vla,immature,success,128,6,0,0,0.2,0.8,12.64,operational,92,libero_goal_task5,False,12,90092,8000092,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,12.64,2026-08-30 23:49:28,0,0,False,4.785,6.344,True,0,0,0.0,,,,,,,,teacher,True
93,443e5cb09d7b8b89,443e5cb09d7b8b89,libero_spatial,6,2,13,0.01,9000093,libero_spatial_task6,True,I,vla,immature,success,104,2,0,0,0.2,0.8,12.81,operational,93,libero_spatial_task6,True,13,100093,9000093,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,13,0,12.811,2026-08-30 23:49:43,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
94,1ea21de0916f906a,1ea21de0916f906a,libero_goal,2,2,14,0.01,8000094,libero_goal_task2,False,I,vla,immature,success,97,7,0,0,0.2,0.8,12.2,operational,94,libero_goal_task2,False,14,90094,8000094,0.01,vla,I,I,7,False,0,False,,,0.8,False,,True,True,False,False,False,True,13,0,12.196,2026-08-30 23:49:57,0,0,False,4.839,7.593,True,0,0,0.0,,,,,,,,teacher,True
95,48d087097f935042,48d087097f935042,libero_10,5,2,15,0.01,8000095,libero_10_task5,False,I,vla,immature,success,154,2,0,0,0.2,0.8,13.75,operational,95,libero_10_task5,False,15,90095,8000095,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,20,0,13.751,2026-08-30 23:50:11,0,0,False,4.406,6.98,True,0,0,0.0,,,,,,,,teacher,True
96,305691a5be5fbd2f,305691a5be5fbd2f,libero_object,1,2,16,0.01,8000096,libero_object_task1,False,I,vla,immature,success,131,4,0,0,0.2,0.8,12.72,operational,96,libero_object_task1,False,16,90096,8000096,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,12.715,2026-08-30 23:50:26,0,0,False,6.034,6.242,True,0,0,0.0,,,,,,,,teacher,True
97,3588f21e06917daf,3588f21e06917daf,libero_10,5,2,17,0.01,8000097,libero_10_task5,False,I,vla,immature,success,170,3,0,0,0.2,0.8,13.28,operational,97,libero_10_task5,False,17,90097,8000097,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,22,0,13.276,2026-08-30 23:50:40,0,0,False,5.125,6.98,True,0,0,0.0,,,,,,,,teacher,True
98,c3f055cf67998ace,c3f055cf67998ace,libero_object,9,2,18,0.01,8000098,libero_object_task9,False,I,vla,immature,success,132,5,0,0,0.2,0.8,13.62,operational,98,libero_object_task9,False,18,90098,8000098,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,13.615,2026-08-30 23:50:54,0,0,False,4.139,6.215,True,0,0,0.0,,,,,,,,teacher,True
99,0743bd114a829cec,0743bd114a829cec,libero_object,7,2,19,0.01,8000099,libero_object_task7,False,I,vla,immature,success,130,3,0,0,0.2,0.8,4.92,operational,99,libero_object_task7,False,19,90099,8000099,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,4.923,2026-08-30 23:51:09,0,0,False,5.928,7.127,True,0,0,0.0,,,,,,,,teacher,True
100,d9001accd7f0646b,d9001accd7f0646b,libero_spatial,9,2,20,0.01,9000100,libero_spatial_task9,True,I,vla,immature,success,110,2,0,0,0.2,0.8,12.8,operational,100,libero_spatial_task9,True,20,100100,9000100,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,14,0,12.801,2026-08-30 23:51:15,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
101,95f51b09a3893f24,95f51b09a3893f24,libero_object,5,2,21,0.01,8000101,libero_object_task5,False,I,vla,immature,success,126,8,0,0,0.2,0.8,11.12,operational,101,libero_object_task5,False,21,90101,8000101,0.01,vla,I,I,8,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,11.118,2026-08-30 23:51:28,0,0,False,4.969,7.184,True,0,0,0.0,,,,,,,,teacher,True
102,ead7e6d1032d10ae,ead7e6d1032d10ae,libero_object,8,2,22,0.01,8000102,libero_object_task8,False,I,vla,immature,success,157,4,0,0,0.2,0.8,4.16,operational,102,libero_object_task8,False,22,90102,8000102,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,20,0,4.156,2026-08-30 23:51:39,0,0,False,5.172,7.012,True,0,0,0.0,,,,,,,,teacher,True
103,373ed0ed12c74651,373ed0ed12c74651,libero_goal,5,2,23,0.01,8000103,libero_goal_task5,False,I,vla,immature,success,128,7,0,0,0.2,0.8,12.63,operational,103,libero_goal_task5,False,23,90103,8000103,0.01,vla,I,I,7,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,12.631,2026-08-30 23:51:45,0,0,False,5.313,6.344,True,0,0,0.0,,,,,,,,teacher,True
104,6221d647d6efde15,6221d647d6efde15,libero_goal,3,2,24,0.01,8000104,libero_goal_task3,False,I,vla,immature,success,198,3,0,0,0.2,0.8,6.39,operational,104,libero_goal_task3,False,24,90104,8000104,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,25,0,6.393,2026-08-30 23:51:59,0,0,False,4.54,6.157,True,0,0,0.0,,,,,,,,teacher,True
105,40c62df75f507589,40c62df75f507589,libero_goal,4,2,25,0.01,8000105,libero_goal_task4,False,I,vla,immature,success,87,4,0,0,0.2,0.8,3.01,operational,105,libero_goal_task4,False,25,90105,8000105,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,3.011,2026-08-30 23:52:05,0,0,False,5.413,6.268,True,0,0,0.0,,,,,,,,teacher,True
106,b2e3bf29c1ec9bcb,b2e3bf29c1ec9bcb,libero_object,8,2,26,0.01,8000106,libero_object_task8,False,I,vla,immature,success,146,5,0,0,0.2,0.8,11.34,operational,106,libero_object_task8,False,26,90106,8000106,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,19,0,11.338,2026-08-30 23:52:08,0,0,False,6.183,7.012,True,0,0,0.0,,,,,,,,teacher,True
107,ddc6efd00791c1ad,ddc6efd00791c1ad,libero_goal,7,2,27,0.01,8000107,libero_goal_task7,False,I,vla,immature,success,73,3,0,0,0.2,0.8,10.6,operational,107,libero_goal_task7,False,27,90107,8000107,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,10,0,10.597,2026-08-30 23:52:19,0,0,False,6.683,6.59,False,0,0,0.0,,,,,,,,teacher,True
108,ad2b35f31c6188f9,ad2b35f31c6188f9,libero_goal,1,2,28,0.01,8000108,libero_goal_task1,False,I,vla,immature,success,94,3,0,0,0.2,0.8,4.45,operational,108,libero_goal_task1,False,28,90108,8000108,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,4.448,2026-08-30 23:52:31,0,0,False,4.593,6.561,True,0,0,0.0,,,,,,,,teacher,True
109,13aaa669b974c6c1,13aaa669b974c6c1,libero_10,2,2,29,0.01,8000109,libero_10_task2,False,I,vla,immature,success,235,3,0,0,0.2,0.8,14.64,operational,109,libero_10_task2,False,29,90109,8000109,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,30,0,14.64,2026-08-30 23:52:36,0,0,False,4.299,7.548,True,0,0,0.0,,,,,,,,teacher,True
110,f002cde83f2fb4c2,f002cde83f2fb4c2,libero_goal,7,2,30,0.01,8000110,libero_goal_task7,False,I,vla,immature,success,72,4,0,0,0.2,0.8,10.67,operational,110,libero_goal_task7,False,30,90110,8000110,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,9,0,10.668,2026-08-30 23:52:51,0,0,False,5.255,6.59,True,0,0,0.0,,,,,,,,teacher,True
111,51c94d00578332e0,51c94d00578332e0,libero_goal,7,2,31,0.01,8000111,libero_goal_task7,False,I,vla,immature,success,84,5,0,0,0.2,0.8,2.99,operational,111,libero_goal_task7,False,31,90111,8000111,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,2.99,2026-08-30 23:53:02,0,0,False,6.352,6.59,True,0,0,0.0,,,,,,,,teacher,True
112,00ebcf51ed92d72e,00ebcf51ed92d72e,libero_goal,6,2,32,0.01,8000112,libero_goal_task6,False,I,vla,immature,success,96,6,0,0,0.2,0.8,4.53,operational,112,libero_goal_task6,False,32,90112,8000112,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,12,0,4.526,2026-08-30 23:53:06,0,0,False,4.775,6.817,True,0,0,0.0,,,,,,,,teacher,True
113,13de3490981fcdbf,13de3490981fcdbf,libero_object,3,2,33,0.01,8000113,libero_object_task3,False,I,vla,immature,success,120,4,0,0,0.2,0.8,11.08,operational,113,libero_object_task3,False,33,90113,8000113,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,15,0,11.079,2026-08-30 23:53:11,0,0,False,4.154,6.318,True,0,0,0.0,,,,,,,,teacher,True
114,fe1ccf6844779145,fe1ccf6844779145,libero_object,1,2,34,0.01,8000114,libero_object_task1,False,I,vla,immature,success,171,5,0,0,0.2,0.8,5.67,operational,114,libero_object_task1,False,34,90114,8000114,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,22,0,5.673,2026-08-30 23:53:23,0,0,False,4.974,6.242,True,0,0,0.0,,,,,,,,teacher,True
115,3e5463f7a9c4eb8c,3e5463f7a9c4eb8c,libero_spatial,0,2,35,0.01,8000115,libero_spatial_task0,False,I,vla,immature,success,78,2,0,0,0.2,0.8,17.57,operational,115,libero_spatial_task0,False,35,90115,8000115,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,10,0,17.573,2026-08-30 23:53:30,0,0,False,4.936,6.735,True,0,0,0.0,,,,,,,,teacher,True
116,19143388e9eaa330,19143388e9eaa330,libero_object,3,2,36,0.01,8000116,libero_object_task3,False,I,vla,immature,success,127,5,0,0,0.2,0.8,11.28,operational,116,libero_object_task3,False,36,90116,8000116,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,16,0,11.282,2026-08-30 23:53:48,0,0,False,5.803,6.318,True,0,0,0.0,,,,,,,,teacher,True
117,50da40940b05fc56,50da40940b05fc56,libero_object,8,2,37,0.01,8000117,libero_object_task8,False,I,vla,immature,success,153,6,0,0,0.2,0.8,4.14,operational,117,libero_object_task8,False,37,90117,8000117,0.01,vla,I,I,6,False,0,False,,,0.8,False,,True,True,False,False,False,True,20,0,4.138,2026-08-30 23:53:59,0,0,False,6.141,7.012,True,0,0,0.0,,,,,,,,teacher,True
118,29287ed85e3b6e58,29287ed85e3b6e58,libero_goal,0,2,38,0.01,8000118,libero_goal_task0,False,I,vla,immature,success,131,4,0,0,0.2,0.8,11.6,operational,118,libero_goal_task0,False,38,90118,8000118,0.01,vla,I,I,4,False,0,False,,,0.8,False,,True,True,False,False,False,True,17,0,11.602,2026-08-30 23:54:03,0,0,False,6.118,6.126,True,0,0,0.0,,,,,,,,teacher,True
119,e1ca74affccf7d4a,e1ca74affccf7d4a,libero_goal,4,2,39,0.01,8000119,libero_goal_task4,False,I,vla,immature,success,86,5,0,0,0.2,0.8,3.06,operational,119,libero_goal_task4,False,39,90119,8000119,0.01,vla,I,I,5,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,3.057,2026-08-30 23:54:15,0,0,False,5.775,6.268,True,0,0,0.0,,,,,,,,teacher,True
120,7f60bbe09c058751,7f60bbe09c058751,libero_spatial,3,2,0,0.01,9000120,libero_spatial_task3,True,I,vla,immature,success,82,2,0,0,0.2,0.8,21.61,operational,120,libero_spatial_task3,True,0,100120,9000120,0.01,vla,I,I,2,False,0,False,,,0.8,False,,True,True,False,False,False,True,11,0,21.611,2026-08-30 23:54:20,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
121,108bfd1a5a15c1cd,108bfd1a5a15c1cd,libero_spatial,7,2,1,0.01,9000121,libero_spatial_task7,True,I,vla,immature,success,104,3,0,0,0.2,0.8,5.56,operational,121,libero_spatial_task7,True,1,100121,9000121,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,13,0,5.564,2026-08-30 23:54:43,0,0,False,,,,0,0,0.0,,,,,,,,teacher,True
122,17899d790d2bc2cb,17899d790d2bc2cb,libero_object,0,2,2,0.01,8000122,libero_object_task0,False,I,vla,immature,success,182,3,0,0,0.2,0.8,13.93,operational,122,libero_object_task0,False,2,90122,8000122,0.01,vla,I,I,3,False,0,False,,,0.8,False,,True,True,False,False,False,True,23,0,13.933,2026-08-30 23:54:50,0,0,False,4.992,7.11,True,0,0,0.0,,,,,,,,teacher,True
