seed,episode,cluster_id,suite,task_id,cold_start,event_type,state_before,state_after,B_k_size,sigma_k,phi_k,tau_k,policy_version,probe_rounds,n,probe_round,probe_success_count,probe_failure_count,passed
2,8,libero_object_task0,libero_object,0,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,9,libero_goal_task9,libero_goal,9,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,10,libero_object_task7,libero_object,7,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,11,libero_object_task6,libero_object,6,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,14,libero_10_task0,libero_10,0,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,15,libero_goal_task2,libero_goal,2,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,16,libero_10_task2,libero_10,2,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,18,libero_spatial_task2,libero_spatial,2,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,19,libero_goal_task8,libero_goal,8,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,21,libero_goal_task6,libero_goal,6,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,25,libero_spatial_task1,libero_spatial,1,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,26,libero_spatial_task7,libero_spatial,7,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,27,libero_object_task9,libero_object,9,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,28,libero_spatial_task4,libero_spatial,4,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,31,libero_goal_task3,libero_goal,3,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,37,libero_10_task5,libero_10,5,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,41,libero_spatial_task5,libero_spatial,5,True,first_exposure,U,U,0,0,0,0.8,0,0,,,,,
2,45,libero_object_task2,libero_object,2,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,53,libero_spatial_task3,libero_spatial,3,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,55,libero_spatial_task6,libero_spatial,6,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,57,libero_object_task4,libero_object,4,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,62,libero_spatial_task0,libero_spatial,0,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,70,libero_goal_task1,libero_goal,1,False,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,77,libero_spatial_task9,libero_spatial,9,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,128,libero_spatial_task8,libero_spatial,8,True,first_exposure,U,I,1,0,0,0.8,0,0,,,,,
2,333,libero_spatial_task1,libero_spatial,1,False,first_training,I,I,20,17.0,3.0,0.8,1,1,20,1,17,3,False
2,386,libero_object_task1,libero_object,1,False,first_training,I,I,20,11.0,9.0,0.8,1,1,20,1,11,9,False
2,396,libero_goal_task5,libero_goal,5,False,first_training,I,I,20,18.0,2.0,0.8,1,1,20,1,18,2,False
2,410,libero_object_task8,libero_object,8,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,410,libero_object_task8,libero_object,8,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,412,libero_object_task6,libero_object,6,False,first_training,I,I,20,12.0,8.0,0.8,1,1,20,1,12,8,False
2,439,libero_spatial_task0,libero_spatial,0,False,first_training,I,I,20,18.0,2.0,0.8,1,1,20,1,18,2,False
2,485,libero_object_task3,libero_object,3,False,first_training,I,I,20,17.0,3.0,0.8,1,1,20,1,17,3,False
2,492,libero_goal_task4,libero_goal,4,False,first_training,I,M,20,19.0,1.0,0.8,1,1,20,1,19,1,True
2,492,libero_goal_task4,libero_goal,4,False,first_maturity,I,M,20,19.0,1.0,0.8,1,1,,,,,
2,505,libero_object_task7,libero_object,7,False,first_training,I,I,20,16.0,4.0,0.8,1,1,20,1,16,4,False
2,524,libero_goal_task6,libero_goal,6,False,first_training,I,I,20,15.0,5.0,0.8,1,1,20,1,15,5,False
2,534,libero_goal_task3,libero_goal,3,False,first_training,I,M,20,19.0,1.0,0.8,1,1,20,1,19,1,True
2,534,libero_goal_task3,libero_goal,3,False,first_maturity,I,M,20,19.0,1.0,0.8,1,1,,,,,
2,543,libero_object_task5,libero_object,5,False,first_training,I,M,20,19.0,1.0,0.8,1,1,20,1,19,1,True
2,543,libero_object_task5,libero_object,5,False,first_maturity,I,M,20,19.0,1.0,0.8,1,1,,,,,
2,552,libero_object_task0,libero_object,0,False,first_training,I,I,20,18.0,2.0,0.8,1,1,20,1,18,2,False
2,577,libero_object_task5,libero_object,5,False,demotion,M,I,20,19.0,2.0,0.816,1,1,,,,,
2,580,libero_goal_task3,libero_goal,3,False,demotion,M,I,20,19.0,2.0,0.816,1,1,,,,,
2,600,libero_goal_task7,libero_goal,7,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,600,libero_goal_task7,libero_goal,7,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,617,libero_10_task2,libero_10,2,False,first_training,I,M,20,19.0,1.0,0.8,1,1,20,1,19,1,True
2,617,libero_10_task2,libero_10,2,False,first_maturity,I,M,20,19.0,1.0,0.8,1,1,,,,,
2,626,libero_goal_task0,libero_goal,0,False,first_training,I,I,20,14.0,6.0,0.8,1,1,20,1,14,6,False
2,629,libero_10_task0,libero_10,0,False,first_training,I,I,20,6.0,14.0,0.8,1,1,20,1,6,14,False
2,636,libero_goal_task1,libero_goal,1,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,636,libero_goal_task1,libero_goal,1,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,650,libero_goal_task2,libero_goal,2,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,650,libero_goal_task2,libero_goal,2,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,693,libero_goal_task9,libero_goal,9,False,first_training,I,I,20,12.0,8.0,0.8,1,1,20,1,12,8,False
2,708,libero_object_task2,libero_object,2,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,708,libero_object_task2,libero_object,2,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,725,libero_goal_task8,libero_goal,8,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,725,libero_goal_task8,libero_goal,8,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,765,libero_10_task5,libero_10,5,False,first_training,I,I,20,17.0,3.0,0.8,1,1,20,1,17,3,False
2,810,libero_object_task9,libero_object,9,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,810,libero_object_task9,libero_object,9,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,877,libero_object_task4,libero_object,4,False,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,877,libero_object_task4,libero_object,4,False,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,1154,libero_spatial_task3,libero_spatial,3,True,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,1154,libero_spatial_task3,libero_spatial,3,True,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,1502,libero_spatial_task9,libero_spatial,9,True,first_training,I,I,20,13.0,7.0,0.8,1,1,20,1,13,7,False
2,1598,libero_spatial_task8,libero_spatial,8,True,first_training,I,I,20,16.0,4.0,0.8,1,1,20,1,16,4,False
2,1643,libero_spatial_task7,libero_spatial,7,True,first_training,I,I,20,15.0,5.0,0.8,1,1,20,1,15,5,False
2,1679,libero_spatial_task2,libero_spatial,2,True,first_training,I,M,20,19.0,1.0,0.8,1,1,20,1,19,1,True
2,1679,libero_spatial_task2,libero_spatial,2,True,first_maturity,I,M,20,19.0,1.0,0.8,1,1,,,,,
2,1739,libero_spatial_task6,libero_spatial,6,True,first_training,I,M,20,20.0,0.0,0.8,1,1,20,1,20,0,True
2,1739,libero_spatial_task6,libero_spatial,6,True,first_maturity,I,M,20,20.0,0.0,0.8,1,1,,,,,
2,1893,libero_object_task1,libero_object,1,False,retraining,I,X,80,22.75,2.25,0.8,2,2,80,2,20,0,False
2,1893,libero_object_task1,libero_object,1,False,transition_X,I,X,80,22.75,2.25,0.8,2,2,,,,,
2,1895,libero_spatial_task5,libero_spatial,5,True,first_training,I,I,20,9.0,11.0,0.8,1,1,20,1,9,11,False
2,1951,libero_object_task6,libero_object,6,False,retraining,I,X,80,22.0,3.0,0.8,2,2,80,2,19,1,False
2,1951,libero_object_task6,libero_object,6,False,transition_X,I,X,80,22.0,3.0,0.8,2,2,,,,,
2,1988,libero_goal_task6,libero_goal,6,False,retraining,I,X,80,20.75,4.25,0.8,2,2,80,2,17,3,False
2,1988,libero_goal_task6,libero_goal,6,False,transition_X,I,X,80,20.75,4.25,0.8,2,2,,,,,
2,2011,libero_object_task0,libero_object,0,False,retraining,I,M,80,24.5,0.5,0.8,2,2,80,2,20,0,True
2,2011,libero_object_task0,libero_object,0,False,first_maturity,I,M,80,24.5,0.5,0.8,2,2,,,,,
2,2091,libero_object_task5,libero_object,5,False,retraining,I,M,80,23.75,1.5,0.816,2,2,80,2,19,1,True
2,2091,libero_object_task5,libero_object,5,False,rematuration,I,M,80,23.75,1.5,0.816,2,2,,,,,
2,2104,libero_spatial_task1,libero_spatial,1,False,retraining,I,M,80,23.25,1.75,0.8,2,2,80,2,19,1,True
2,2104,libero_spatial_task1,libero_spatial,1,False,first_maturity,I,M,80,23.25,1.75,0.8,2,2,,,,,
2,2153,libero_spatial_task4,libero_spatial,4,True,first_training,I,M,20,19.0,1.0,0.8,1,1,20,1,19,1,True
2,2153,libero_spatial_task4,libero_spatial,4,True,first_maturity,I,M,20,19.0,1.0,0.8,1,1,,,,,
2,2160,libero_goal_task5,libero_goal,5,False,retraining,I,X,80,22.5,2.5,0.8,2,2,80,2,18,2,False
2,2160,libero_goal_task5,libero_goal,5,False,transition_X,I,X,80,22.5,2.5,0.8,2,2,,,,,
2,2172,libero_object_task3,libero_object,3,False,retraining,I,X,80,22.25,2.75,0.8,2,2,80,2,18,2,False
2,2172,libero_object_task3,libero_object,3,False,transition_X,I,X,80,22.25,2.75,0.8,2,2,,,,,
2,2216,libero_goal_task0,libero_goal,0,False,retraining,I,M,80,23.5,1.5,0.8,2,2,80,2,20,0,True
2,2216,libero_goal_task0,libero_goal,0,False,first_maturity,I,M,80,23.5,1.5,0.8,2,2,,,,,
2,2220,libero_object_task7,libero_object,7,False,retraining,I,X,80,22.0,3.0,0.8,2,2,80,2,18,2,False
2,2220,libero_object_task7,libero_object,7,False,transition_X,I,X,80,22.0,3.0,0.8,2,2,,,,,
2,2301,libero_spatial_task0,libero_spatial,0,False,retraining,I,X,80,22.5,2.5,0.8,2,2,80,2,18,2,False
2,2301,libero_spatial_task0,libero_spatial,0,False,transition_X,I,X,80,22.5,2.5,0.8,2,2,,,,,
2,2361,libero_goal_task3,libero_goal,3,False,retraining,I,X,80,18.75,6.5,0.816,2,2,80,2,14,6,False
2,2361,libero_goal_task3,libero_goal,3,False,transition_X,I,X,80,18.75,6.5,0.816,2,2,,,,,
2,2401,libero_10_task5,libero_10,5,False,retraining,I,M,80,23.25,1.75,0.8,2,2,80,2,19,1,True
2,2401,libero_10_task5,libero_10,5,False,first_maturity,I,M,80,23.25,1.75,0.8,2,2,,,,,
2,2453,libero_goal_task9,libero_goal,9,False,retraining,I,X,80,22.0,3.0,0.8,2,2,80,2,19,1,False
2,2453,libero_goal_task9,libero_goal,9,False,transition_X,I,X,80,22.0,3.0,0.8,2,2,,,,,
2,2460,libero_10_task0,libero_10,0,False,retraining,I,X,80,14.5,10.5,0.8,2,2,80,2,13,7,False
2,2460,libero_10_task0,libero_10,0,False,transition_X,I,X,80,14.5,10.5,0.8,2,2,,,,,
