metric,seed_or_cluster,old_rgbd,new_rgb,absolute_change,relative_change,source_old,source_new,note
compute.operational_s,0,33579.8,33260.9,-318.9,-0.009497,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/02_online_seed0/ONLINE_SUMMARY_seed0.json,
compute.formation_s,0,22128.0,20427.4,-1700.6,-0.076853,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/02_online_seed0/ONLINE_SUMMARY_seed0.json,
paired.system_success,0,0.9627,0.9573,-0.0054,-0.005609,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,전체 스트림 합성 (논문 H4b 구성)
paired.full_vla_success,0,0.964,0.964,0.0,0.0,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,
paired.difference,0,-0.0012,-0.0067,-0.0055,4.583333,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,
paired.ci_lower,0,-0.005,-0.0107,-0.0057,1.14,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,
paired.ci_upper,0,0.0025,-0.0027,-0.0052,-2.08,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,
paired.n_fired,0,1536,1538,2,0.001302,results/e5/reading_0.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/05_paired_replay/PAIRED_REPLAY_SUMMARY.json,new = CF 재현이 끝난 발화 에피소드 수
online.routing_first_1000,1,0.844,0.819,-0.025,-0.029621,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.routing_last_1000,1,0.454,0.442,-0.012,-0.026432,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.routing_reduction,1,0.39,0.377,-0.013,-0.033333,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
online.routing_full_stream,1,0.6338,0.584,-0.0498,-0.078574,results/e5/reading_1.json,/home/asmr/workspace/habitvla2/results/rgb_only_full_rerun_20260828/03_online_seed1/ONLINE_SUMMARY_seed1.json,
